p,Paper,Min Time,Time opt
500,7966178,11078662,2447959.564217295
500,8627935,11835064,2594222.156283306
500,10698482,11155865,3258348.0138856685
500,12183680,12932879,3737394.733277967
500,8783441,11795607,2639422.5269785244
500,11185584,10697835,3361001.249142537
500,10890976,11976186,3294033.5417165956
500,10141110,12903687,3044830.1742551257
500,9400782,11770698,2895350.094299023
500,10344793,12958735,3197380.808618029
1000,7858524,8497589,2436975.469939189
1000,8521569,9661179,2577563.6310451734
1000,10652593,9365648,3239890.2589972736
1000,12140895,10379261,3718241.1381588583
1000,8727592,9813589,2627692.2618965614
1000,11174779,8559378,3342881.686300758
1000,10830680,9822338,3273532.204087097
1000,10040777,10579937,3026277.525510692
1000,9363270,9498741,2885465.324961533
1000,10319052,10545802,3181349.0828381144
1500,7848828,6401893,2436794.786857616
1500,8522084,7042866,2576822.5545886937
1500,10651686,6983347,3239000.320481847
1500,12143942,8080514,3717236.234059817
1500,8727503,7453545,2627516.7146240585
1500,11184211,6700164,3341801.0130078397
1500,10815115,7957089,3272292.2891452042
1500,10026816,8298686,3025493.9419644517
1500,9363270,7017886,2885393.1218928313
1500,10323972,8084459,3180859.0830482217
2000,7848828,4835770,2436794.786857616
2000,8522084,5259920,2576822.5545886937
2000,10651686,5491312,3239000.2889499594
2000,12143942,6113726,3717236.0326940482
2000,8727503,5228585,2627516.7146240585
2000,11179772,5555504,3341790.516033144
2000,10815115,6000280,3272291.9055084325
2000,10036660,6220864,3025493.9419644517
2000,9363270,5377023,2885393.1218928313
2000,10323972,6226747,3180859.0830482217
2500,7848828,3729739,2436794.786857616
2500,8522084,4025990,2576822.5545886937
2500,10651686,4382451,3239000.2889499594
2500,12143942,5137901,3717236.0326940482
2500,8727503,4206490,2627516.7146240585
2500,11179772,4421684,3341790.516033144
2500,10815115,4642166,3272291.9055084325
2500,10036660,4884509,3025493.9419644517
2500,9363270,4055885,2885393.1218928313
2500,10323972,4917075,3180859.0830482217
3000,7848828,3191025,2436794.786857616
3000,8522084,3459010,2576822.5545886937
3000,10651686,3682102,3239000.2889499594
3000,12143942,4240070,3717236.0326940482
3000,8727503,3473581,2627516.7146240585
3000,11179772,3731303,3341790.516033144
3000,10815115,4116260,3272291.9055084325
3000,10036660,3898486,3025493.9419644517
3000,9363270,3520178,2885393.1218928313
3000,10323972,3873341,3180859.0830482217
3500,7848828,2960959,2436794.786857616
3500,8522084,3148939,2576822.5545886937
3500,10651686,3521160,3239000.2889499594
3500,12143942,4053674,3717236.0326940482
3500,8727503,3029917,2627516.7146240585
3500,11179772,3539713,3341790.516033144
3500,10815115,3715781,3272291.9055084325
3500,10036660,3532619,3025493.9419644517
3500,9363270,3297359,2885393.1218928313
3500,10323972,3652680,3180859.0830482217
4000,7848828,2771777,2436794.786857616
4000,8522084,2792726,2576822.5545886937
4000,10651686,3426195,3239000.2889499594
4000,12143942,3894806,3717236.0326940482
4000,8727503,2905712,2627516.7146240585
4000,11179772,3485475,3341790.516033144
4000,10815115,3582104,3272291.9055084325
4000,10036660,3269353,3025493.9419644517
4000,9363270,3142145,2885393.1218928313
4000,10323972,3427509,3180859.0830482217
4500,7848828,2622036,2436794.786857616
4500,8522084,2700174,2576822.5545886937
4500,10651686,3318038,3239000.2889499594
4500,12143942,3841509,3717236.0326940482
4500,8727503,2743525,2627516.7146240585
4500,11179772,3454649,3341790.516033144
4500,10815115,3471217,3272291.9055084325
4500,10036660,3217577,3025493.9419644517
4500,9363270,2994143,2885393.1218928313
4500,10323972,3253224,3180859.0830482217
5000,7848828,2536192,2436794.786857616
5000,8522084,2675873,2576822.5545886937
5000,10651686,3306175,3239000.2889499594
5000,12143942,3825032,3717236.0326940482
5000,8727503,2708061,2627516.7146240585
5000,11179772,3424749,3341790.516033144
5000,10815115,3382864,3272291.9055084325
5000,10036660,3199608,3025493.9419644517
5000,9363270,2956323,2885393.1218928313
5000,10323972,3356678,3180859.0830482217
