fat,Paper,Min Time,Time opt
0,20410599,8732862,8732607.263446499
0,21644891,9308307,9308057.7540304
0,20684090,8887051,8886801.010959618
0,24426289,10542539,10542286.164486926
0,21730808,9383096,9382846.433924496
0,19400289,8332544,8332293.115632522
0,22235832,9560579,9560333.529117024
0,24210274,10477204,10476954.120251453
0,22013345,9458910,9458654.096560894
0,24610797,10706024,10705774.79721238
0,25883896,11222302,11222056.230130605
0,23717378,10235725,10235475.953415314
0,21013911,8988649,8988390.887532195
0,23515572,10168916,10168672.562334169
0,22317408,9611635,9611398.096644728
0,21921847,9439614,9439363.132388474
0,24906817,10763977,10763730.701950619
0,25592260,11041016,11040753.912882304
0,21866210,9387986,9387733.206276577
0,26671604,11534488,11534244.240485713
0,20840151,8979934,8979682.553702556
0,24038685,10361387,10361130.896741232
0,27436320,11919939,11919697.82431938
0,21489941,9230930,9230679.755113209
0,21333401,9161463,9161210.661316173
0,21826220,9371202,9370969.84651471
0,23963971,10320805,10320544.424787309
0,25089152,10917568,10917310.565875966
0,25241274,10925801,10925555.44091937
0,20354558,8714170,8713910.576706866
0.1,20410599,8732862,8732607.263446499
0.1,21644891,9308307,9308057.7540304
0.1,20684090,8887051,8886801.010959618
0.1,24426289,10542539,10542286.164486926
0.1,21730808,9383096,9382846.433924496
0.1,19400289,8332544,8332293.115632522
0.1,22235832,9560579,9560333.529117024
0.1,24210274,10477204,10476954.120251453
0.1,22013345,9458910,9458654.096560894
0.1,24610797,10706024,10705774.79721238
0.1,25883896,11222302,11222056.230130605
0.1,23717378,10235725,10235475.953415314
0.1,21013911,8988649,8988390.887532195
0.1,23515572,10168916,10168672.562334169
0.1,22317408,9611635,9611398.096644728
0.1,21921847,9439614,9439363.132388474
0.1,24906817,10763977,10763730.701950619
0.1,25592260,11041016,11040753.912882304
0.1,21866210,9387986,9387733.206276577
0.1,26671604,11534488,11534244.240485713
0.1,20840151,8979934,8979682.553702556
0.1,24038685,10361387,10361130.896741232
0.1,27436320,11919939,11919697.82431938
0.1,21489941,9230930,9230679.755113209
0.1,21333401,9161463,9161210.661316173
0.1,21826220,9371202,9370969.84651471
0.1,23963971,10320805,10320544.424787309
0.1,25089152,10917568,10917310.565875966
0.1,25241274,10925801,10925555.44091937
0.1,20354558,8714170,8713910.576706866
0.2,10618428,8732862,4565103.3105278695
0.2,10978632,9308307,4749090.432025297
0.2,10178463,8887051,4388432.890178475
0.2,13308294,10542539,5786871.9088727785
0.2,11958186,9383096,5196189.025034764
0.2,10699460,8332544,4627706.406307378
0.2,10326038,9560579,4466134.730697571
0.2,12705425,10477204,5538801.420283115
0.2,9297555,9458910,3984897.51836946
0.2,14032090,10706024,6173877.925091953
0.2,11061315,11222302,4786415.667423409
0.2,11786093,10235725,5108518.1197193265
0.2,11384666,8988649,4892616.449940082
0.2,12161804,10168916,5308906.966270852
0.2,12963593,9611635,5629952.599898969
0.2,10900910,9439614,4745958.080097783
0.2,11551079,10763977,5012619.604414712
0.2,13039503,11041016,5638456.818328557
0.2,10256056,9387986,4409417.840265127
0.2,13773916,11534488,5973980.861208352
0.2,10076540,8979934,4375667.638286242
0.2,15694183,10361387,6808885.336073192
0.2,14110786,11919939,6149824.987954256
0.2,13602035,9230930,5898638.00323315
0.2,10928993,9161463,4713559.213459649
0.2,12189826,9371202,5270532.288255345
0.2,11437195,10320805,4943880.041612212
0.2,14209668,10917568,6221651.385777693
0.2,12261213,10925801,5327180.606305793
0.2,9623337,8714170,4124094.892232307
0.3,9534988,8732862,4127304.159061
0.3,9920354,9308307,4343719.260605913
0.3,10017931,8887051,4376690.354095588
0.3,12423263,10542539,5466569.444241657
0.3,10102104,9383096,4436076.882685004
0.3,9992929,8332544,4395069.606401435
0.3,9310275,9560579,4075217.8999653244
0.3,11260250,10477204,4958293.499939895
0.3,9681586,9458910,4231774.602375729
0.3,13280211,10706024,5889942.24206798
0.3,10930227,11222302,4802866.820074888
0.3,10679562,10235725,4684820.845868432
0.3,10459580,8988649,4540460.108400506
0.3,12458106,10168916,5482681.371575541
0.3,10214256,9611635,4475443.048687937
0.3,10594557,9439614,4647236.75829496
0.3,12299046,10763977,5411942.91336147
0.3,12949963,11041016,5660869.57739292
0.3,10493032,9387986,4616216.211873946
0.3,12566264,11534488,5548928.424010551
0.3,9848958,8979934,4340572.297381573
0.3,11161617,10361387,4907989.885356163
0.3,11152073,11919939,4937510.901084359
0.3,10159235,9230930,4444188.441237304
0.3,9049671,9161463,3959467.417400378
0.3,9178565,9371202,4024741.4792825375
0.3,11594904,10320805,5102742.952055409
0.3,11986735,10917568,5294768.042393456
0.3,12326428,10925801,5433470.253128868
0.3,9263814,8714170,4054137.9863773296
0.4,8083446,8732862,3531293.337244801
