eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.4,4.8,2.293438926823901,2.293438926823901,0.4,4.8
2,0.48,1.6,2.212473383781203,2.212473383781203,0.48,1.6
3,0.78,3.0,2.337731925067662,2.212473383781203,0.48,1.6
4,0.16,3.6,5.300702790805479,2.212473383781203,0.48,1.6
5,0.74,3.4,2.3082436577964986,2.212473383781203,0.48,1.6
6,0.1,1.2,8.52677326694748,2.212473383781203,0.48,1.6
7,0.42,4.6,2.3003960945769917,2.212473383781203,0.48,1.6
8,0.88,1.4,2.3598821657686857,2.212473383781203,0.48,1.6
9,0.56,3.2,2.4647251958860954,2.212473383781203,0.48,1.6
10,0.7,3.2,2.297659860257752,2.212473383781203,0.48,1.6
11,0.4,2.6,2.293438926823901,2.212473383781203,0.48,1.6
12,0.68,5.0,2.3113013912710003,2.212473383781203,0.48,1.6
13,0.84,2.6,2.357224622305489,2.212473383781203,0.48,1.6
14,0.42,2.4,2.3003960945769917,2.212473383781203,0.48,1.6
15,0.24,2.0,3.616303556034258,2.212473383781203,0.48,1.6
16,0.16,2.0,5.300702790805479,2.212473383781203,0.48,1.6
17,0.32,3.6,2.7615380682157844,2.212473383781203,0.48,1.6
18,0.3,1.8,2.8974049980327696,2.212473383781203,0.48,1.6
19,0.56,4.0,2.4647251958860954,2.212473383781203,0.48,1.6
20,0.78,1.6,2.337731925067662,2.212473383781203,0.48,1.6
21,0.5,5.0,2.273832681874794,2.212473383781203,0.48,1.6
22,0.46,1.0,2.4180188679375694,2.212473383781203,0.48,1.6
23,0.44,1.6,2.211117986310492,2.211117986310492,0.44,1.6
24,0.38,1.6,2.3295032736677506,2.211117986310492,0.44,1.6
25,0.9,5.0,2.352340442842188,2.211117986310492,0.44,1.6
26,0.62,1.4,2.3489122572108636,2.211117986310492,0.44,1.6
27,0.8,5.0,2.369046034487548,2.211117986310492,0.44,1.6
28,0.44,1.8,2.211117986310492,2.211117986310492,0.44,1.6
29,0.44,5.0,2.211117986310492,2.211117986310492,0.44,1.6
30,0.9,4.0,2.352340442842188,2.211117986310492,0.44,1.6
31,0.46,1.6,2.242951763487657,2.211117986310492,0.44,1.6
32,0.42,1.8,2.3003960945769917,2.211117986310492,0.44,1.6
33,0.46,5.0,2.242951763487657,2.211117986310492,0.44,1.6
