P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,194783.83140031542,75814.97735381457,2.5691998889783356,Communication
2,2048,100,81,0.715367,0.100106,10.0,0.419858,44570.782987564766,17733.70800284843,2.513336916363216,Communication
3,4096,900,66,0.699821,0.486548,10.0,0.494553,221865.57202239337,81048.18639186893,2.7374526426744543,Communication
4,128,700,95,0.252105,0.328997,9.0,0.241537,181898.01710980418,89713.1644219886,2.027551009729194,Communication
5,2048,800,48,0.380232,0.567173,4.0,0.771939,209722.6108426973,81464.77964970317,2.5743960978535765,Communication
6,512,500,38,0.15137,0.33787,3.0,0.636078,268514.43197534326,102050.48498132607,2.631192120492891,Communication
7,512,600,73,0.230985,0.420942,7.0,0.713594,168455.1685497223,48410.83850936957,3.4796994585648213,Communication
8,1024,500,66,0.649432,0.723637,6.0,0.240238,83378.8279247853,32672.0883644722,2.5519895451633228,Communication
9,128,700,5,0.119244,0.5906,4.0,0.106685,118790.49913729215,80381.02878996897,1.4778424825549934,Communication
10,1024,800,91,0.398424,0.585032,9.0,0.102732,128610.05339056684,53281.95779009162,2.413763658933781,Communication
11,2048,700,31,0.799942,0.889956,10.0,0.787336,57147.406913652056,20241.050244316226,2.8233419819556693,Communication
12,128,100,58,0.314204,0.786132,9.0,0.395892,24882.991751185968,10645.916249895912,2.3373274002065587,Communication
13,8192,300,36,0.562432,0.233763,10.0,0.153198,48426.79717645155,19028.50780282153,2.5449603131397867,Communication
14,128,900,3,0.534845,0.213005,5.0,0.132059,237451.44547795047,104665.32399588727,2.268673486237724,Communication
15,512,800,26,0.767861,0.447614,5.0,0.851934,334249.4630302211,116782.46435732134,2.8621545612148775,Communication
16,256,700,71,0.336017,0.524537,2.0,0.841195,275184.1685394709,97386.66672550063,2.8256862853219937,Communication
17,128,500,53,0.749981,0.820907,9.0,0.340066,89181.3706573244,60721.73929836986,1.468689330836058,Communication
18,8192,800,8,0.360628,0.835771,9.0,0.354204,80599.73989179912,29261.106682210404,2.754500735982094,Communication
19,8192,700,27,0.424576,0.603897,7.0,0.617383,131135.4900083127,35360.41439156067,3.7085394010430575,Communication
20,2048,300,34,0.577643,0.761176,7.0,0.372643,60877.867854502045,16246.633295618896,3.7471066618410416,Communication
21,4096,300,76,0.699195,0.767005,6.0,0.690699,72607.02383754296,24009.73900443229,3.024065518752179,Communication
22,256,200,73,0.211051,0.283267,10.0,0.696614,67842.95697587843,21232.865816350255,3.1951860649746266,Communication
23,128,1000,59,0.376573,0.759818,2.0,0.76305,168561.32795455903,117138.12384079055,1.438996309891909,Communication
24,256,800,29,0.613703,0.797571,8.0,0.60255,67786.4920940544,45756.0042389636,1.4814775289388293,Communication
25,1024,400,93,0.771915,0.559915,7.0,0.477874,64803.66348697862,22105.08631748286,2.931617753318862,Communication
26,4096,500,66,0.649432,0.723637,6.0,0.240238,83372.64339940627,32672.0883644722,2.551800254374499,Communication
27,4096,600,90,0.79804,0.581244,7.0,0.389738,85951.1387545919,30681.04101946047,2.801441408069385,Communication
28,512,500,51,0.846688,0.52166,9.0,0.837665,131696.00780291678,48481.31305640647,2.71642823802426,Communication
29,256,800,20,0.352643,0.137693,5.0,0.148824,247844.35330074767,92708.63347505928,2.673368639042915,Communication
30,8192,800,22,0.262714,0.843831,7.0,0.855421,95315.85352345287,31416.04536435698,3.0339863728231466,Communication
