P,n,Paper,Min Time,Time opt,mast
3700,100,34972.01108384452,94360.32650241458,54837.142668897504,0.6377431314210308
1800,200,11747.74541662047,297490.66983779334,224262.8461381463,0.052383823798364884
2200,100,17786.97873341885,142745.97365911672,92226.10357950944,0.19286273672056897
100,200,0,4036731.230486634,4036731.2304866333,0.0
3000,200,21304.06715124011,204538.25496310618,134557.70768288776,0.15832662073470677
1500,200,11747.74541662047,328200.5550806314,269115.4153657755,0.043653186498637406
2200,100,108784.53683473433,175391.66422937746,90050.86061457201,1.2080343940336629
2200,200,11747.74541662047,251600.87055108332,183487.78320393787,0.06402467353133486
100,200,0,4294499.766569869,4294499.766569867,0.0
3700,100,108784.53683473433,119203.0971225327,82739.16147748545,1.314788969239629
1800,200,27867.46559912341,371457.40386240784,238583.3203649926,0.11680391385487823
100,200,0,4061790.844107374,4061790.8441073727,0.0
3700,100,77938.11439889878,153188.5599772851,54996.32110480643,1.4171514172806612
2200,100,77938.11439889878,201650.9305100456,92493.81276717446,0.8426305724371499
4800,200,21304.06715124011,110112.77438577829,84098.56730180485,0.2533225931755308
1500,200,27867.46559912341,416770.63722407306,286299.9844379911,0.0973365948790652
100,200,0,4108703.744730693,4108703.7447306924,0.0
3000,200,27867.46559912341,280496.58837790275,143149.99221899555,0.1946731897581304
1600,400,17789.855847027044,702258.4742224375,494080.84930508904,0.03600596111354646
100,200,0,3557355.3905757433,3557355.390575743,0.0
3700,100,11515.54386571351,129859.88559947044,70156.3045836674,0.1641412547888727
1800,200,91326.91154615012,359373.1809749244,225655.04689485396,0.4047191179761414
2200,200,27867.46559912341,335276.36584020755,195204.53484408485,0.14276033915596228
100,200,0,3866070.259968481,3866070.2599684806,0.0
2200,100,11515.54386571351,178881.58718859614,92525.99975203944,0.12445738383345256
1500,200,91326.91154615012,397131.4208513882,270786.05627382477,0.3372659316467845
3700,100,17008.65224200087,89481.29534685958,56438.87549187383,0.3013641234657449
100,200,0,3948846.8232300812,3948846.823230082,0.0
100,1000,0,20469245.76758119,20469245.76758122,0.0
100,200,0,4333158.29362732,4333158.293627322,0.0
2200,200,91326.91154615012,349886.53766636876,184626.85655033507,0.49465669974861726
1800,200,23708.98421309534,445051.6689387441,228261.31915170513,0.10386772625868368
4800,200,30778.554366778,154496.08359014004,115155.9162563489,0.2672772304486882
100,200,0,4011071.2213302054,4011071.221330204,0.0
2200,100,17008.65224200087,139165.76931379642,94919.92696360598,0.17918947881746997
1400,700,2545.7671963444222,1410255.5052902815,1018029.6069443697,0.0025006809025776553
3900,500,20361.107098180557,427954.1048777716,261920.99066995684,0.07773759195893283
3700,100,21314.749126357237,118978.94739506138,67742.26274582943,0.31464477657515927
1600,400,34151.06398234154,684994.3703821148,475801.6744256834,0.07177583816526832
3000,200,91326.91154615012,285492.24146463204,137411.27820326833,0.6646245689604385
100,200,0,4254028.531888374,4254028.531888373,0.0
1500,200,23708.98421309534,506919.80288430274,273913.5829820462,0.08655643854890306
2200,100,21314.749126357237,151414.323690753,83853.25800476263,0.2541910670322031
2200,200,81012.85747488929,399583.61279494833,186759.2611241224,0.43378227664462216
1800,200,88249.76617273068,347032.704958384,197630.8550319857,0.44653840190312305
3700,100,187092.6121188362,169493.72932409335,96621.71431835281,1.9363412607480397
4800,200,91743.27402524702,178395.93222446903,137320.72161632078,0.6680949018137347
1500,200,88249.76617273068,371176.471248539,237157.02603838284,0.37211533491926924
1800,800,19551.95072252618,1320613.4051860806,907584.4654862554,0.021542844182608236
4700,600,36229.65245837689,351720.4525337799,258750.843562544,0.14001752403802167
1800,200,23578.402166079617,300960.7366389667,214781.68110936,0.10977845989609442
3700,100,64973.43621892226,90255.47049990301,53749.206746514,1.2088259558014078
2200,200,88249.76617273068,314016.01198544574,161697.9722988974,0.5457691578815949
2200,100,146846.03003691885,195942.42358973817,96748.51380656994,1.5178117395220072
3000,200,81012.85747488929,329738.2384734101,154226.969212619,0.5252833397977501
1500,200,23578.402166079617,376430.0373507238,257738.01733123203,0.09148204991341201
3200,800,19551.95072252618,866723.9938888476,510516.26183601865,0.038298389657970194
1800,200,24806.60429059363,302058.4433376821,219380.37906833788,0.1130757654624449
1600,400,38203.89249892995,680038.5439336789,494237.18302072777,0.077298701537249
3700,100,13152.656702562925,127527.459352087,54138.05797390288,0.24294659237505584
3500,800,19551.95072252618,813121.9522008207,466757.72510721703,0.0418888636884049
100,1000,0,19653548.592599373,19653548.59259939,0.0
2200,200,23578.402166079617,283516.07499830675,175730.46636220365,0.1341736732063376
4800,200,81012.85747488929,171415.88912333723,153927.2635835206,0.5263060980157805
4300,800,22826.691040663976,539264.950192055,379919.0785756418,0.06008303432995189
3800,900,24360.831600826838,763131.8617147866,473850.1654332617,0.05141041066969487
3700,100,88814.39894295052,150314.1151707178,100431.59248451471,0.8843272992673553
1800,200,25951.756611965793,381523.5846608842,240731.01631262898,0.10780395899738632
2200,100,61597.52507868069,138935.2459011295,90396.39316459172,0.68141573930417
1500,200,24806.60429059363,336097.8830409223,263256.45488200546,0.09422980455203742
3900,500,26341.5611006006,431577.2511506239,256026.29077994928,0.10288615680973472
2200,200,24806.60429059363,257312.69231679878,179493.03741954916,0.13820371334298823
4800,200,88249.76617273068,140529.3919671644,112828.85828240226,0.7821559795619669
2200,100,13152.656702562925,165588.18699966226,85768.5344031476,0.15335060572144088
1500,200,25951.756611965793,427711.5273618271,288877.21957515477,0.08983663249782194
1800,200,12425.242851597237,317221.3722773602,222837.29007390022,0.05575926204934827
3000,200,88249.76617273068,283865.0600889413,118578.51301919142,0.7442306698385385
1600,400,14291.287205481034,688095.1604769527,487962.16049780353,0.029287695568241432
1400,700,85640.88230352642,1380931.0039191265,1010002.5226534584,0.08479274099091595
2200,100,88814.39894295052,201443.08455732386,101520.01014978602,0.8748462378196258
2200,200,25951.756611965793,360071.61272469006,196961.7406194237,0.13176039433013884
3700,1000,74215.16742659622,956148.7337451425,553222.8585832763,0.1341505801417001
3000,200,23578.402166079617,236989.82077503816,128869.00866561601,0.18296409982682402
4900,300,37158.345211568136,195306.01445410872,142348.1066563424,0.26103856302968625
4800,200,23578.402166079617,133612.77848816226,89579.42667687622,0.26321224683799055
4400,100,34972.01108384452,75220.88913617904,46113.05178975472,0.7583972373655502
1800,800,22222.662674861775,1305198.3294960603,912580.3750428797,0.024351458000417322
1500,200,0,362556.38191812305,267404.74808868027,0.0
1800,200,37624.24717759275,391713.33961903455,236334.91843824298,0.1591988497773527
4700,600,51898.61816180186,387165.2847561663,260243.43733704792,0.19942335027871091
1600,400,48339.73449389197,757579.6169167628,519048.8816174227,0.09313137202657903
2200,200,12425.242851597237,300296.0696344557,182321.41915137292,0.06815020917142567
100,1000,0,19736139.002300236,19736139.002300236,0.0
3000,200,24806.60429059363,197915.26853454323,131628.22744100273,0.18845960910407483
4800,200,28249.84265098687,118997.72758010088,82267.6421506267,0.3433894774723608
3900,500,13894.3324658245,428862.29845370864,250502.06987338755,0.055465938755904005
1500,200,37624.24717759275,436489.06569963513,283601.9021258916,0.1326657081477939
4400,100,143347.1617927061,86278.42794038486,82739.16147748545,1.7325189092194626
3400,1000,74215.16742659622,974288.6787270737,602036.6402229771,0.12327350607615684
4900,300,18806.644998570988,220411.61594221502,148288.0517849619,0.12682508652715468
4400,800,22826.691040663976,522787.1295697169,371284.55406255904,0.06148031419809031
2200,200,37624.24717759275,345997.8716507867,193364.93326765334,0.19457637195009775
3000,200,25951.756611965793,263079.8194999027,144438.60978757738,0.17967326499564387
4400,100,77938.11439889878,84781.85325014552,54290.25884700422,1.4355819267418997
1600,400,31214.8786360013,706899.3561019929,512614.58545515477,0.06089346562054092
4800,200,27372.381533052285,163741.4517256793,115640.3076979828,0.2367027732625945
3200,800,22222.662674861775,863267.4440170004,513326.46096161986,0.04329148088963079
4400,100,11515.54386571351,83298.34621116085,70156.3045836674,0.1641412547888727
3000,200,14157.840071694623,220133.65084051114,133702.37404434013,0.10589071565026523
4900,300,31230.082601912305,193262.42228804648,143441.4983667211,0.2177199970546166
3500,800,25269.937236911803,753547.0041753236,469327.0500220524,0.053842916652096735
1400,700,72348.53838276214,1395620.1294762108,1010496.901991509,0.0715969917771901
4400,100,17008.65224200087,70806.88044926553,47459.96348180299,0.35837895763493993
4800,200,34602.290194167705,121697.2655565174,83563.98377771258,0.4140813856626652
3800,900,45689.98286180202,826441.6249335941,487250.2639077004,0.09377107873759315
4700,600,83214.86315682942,359004.4088096881,277514.5116622374,0.29985769990331224
3900,500,89818.34581060677,454080.69757893507,267378.3726930928,0.33592225469074766
100,1000,0,19325414.53985829,19325414.53985831,0.0
3000,200,37624.24717759275,274141.8949679999,141800.9510629458,0.2653314162955878
4400,100,21314.749126357237,94060.60875638992,67742.26274582943,0.31464477657515927
2100,700,18314.480756434725,1040711.6594581822,678686.4046295799,0.026985188787493956
4300,800,23195.702327898114,529943.192805068,382010.3895528334,0.06072008239108394
1600,400,70026.25719286122,690787.6960584641,477757.0677120039,0.1465729382680188
1800,800,35258.19532428017,1340446.776940682,909551.9176208215,0.03876435708750688
4800,200,37624.24717759275,152092.8090840474,124828.15119872103,0.3014083507308906
4400,100,187092.6121188362,132060.4446383102,96621.71431835281,1.9363412607480397
4900,300,24044.048887707602,200741.66637432814,130823.99861272547,0.1837892828737372
2700,100,17786.97873341885,124374.38356615012,75147.1955092299,0.23669517688433467
3200,500,20361.107098180557,548511.2815175002,319216.2073790099,0.06378469083809872
4400,100,65997.06772137362,78251.2199123703,50459.111537190256,1.3079316244546102
1600,400,22194.517606019283,693243.810169097,484746.3810534401,0.04578583455906705
2700,100,108784.53683473433,161636.3050517856,82989.09935373723,1.3108292255473848
4400,100,16909.902123281023,71995.94043868777,54138.05797390288,0.3123477781828155
2700,100,77938.11439889878,164757.7307511094,75365.32892140141,1.0341375207183203
4400,100,88814.39894295052,105822.29941872178,100419.32952364009,0.8844352911362786
4900,300,22341.543869312594,195553.80580457707,131967.49793690105,0.1692958055474764
1100,1000,74215.16742659622,2335725.966362584,1860840.5243255657,0.03988260490699192
2700,100,11515.54386571351,169303.94720110326,75391.55535351361,0.15274315288650997
1400,700,64831.49718048595,1311671.6602283716,984293.4975599275,0.06586602201599809
100,1000,0,20175707.01299702,20175707.012997027,0.0
4700,600,71010.99774786006,446283.76051198074,314954.4837664354,0.22546431756952076
2700,100,17008.65224200087,124932.76336190265,77342.16271108635,0.21991436036689496
1600,400,24850.293951577136,701147.8468288529,499543.35544619424,0.049746020401734196
3900,500,46744.18677197606,444500.90029708005,254601.13699683495,0.1835977141475105
4400,800,22222.662674861775,513875.5732624064,373328.3352448144,0.05952578622324235
3700,1000,33556.61103635811,1008720.7601525141,531176.9889891726,0.06317406764968525
2700,100,21314.749126357237,134258.60879971928,68324.87689276955,0.3119617640849765
